ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
QLYS,"Qualys, Inc.",United States,Technology,Software - Infrastructure,62,89.0,-0.028,0.728,0.58,0.007,0.05,30.69,52.17,64.78,62.55,39.57,BUY - Stable quality
IDXX,"IDEXX Laboratories, Inc.",United States,Healthcare,Diagnostics & Research,62,77.6,0.03,0.788,0.61,0.008,0.1,147.0,74.83,61.19,63.5,39.44,BUY - Stable quality
RMBS,Rambus Inc.,United States,Technology,Semiconductors,62,97.04,0.062,0.804,1.24,0.013,0.18,5.31,76.45,78.01,84.01,37.56,BUY - Stable quality
WDAY,"Workday, Inc.",United States,Technology,Software - Application,62,83.7,-0.046,0.871,0.87,0.01,0.07,76.63,56.4,72.92,68.79,36.7,BUY - Stable quality
PCTY,Paylocity Holding Corporation,United States,Technology,Software - Application,62,84.39,-0.047,0.87,0.9,0.011,0.08,67.32,56.67,73.43,69.13,36.33,BUY - Stable quality
MTD,Mettler-Toledo International Inc.,United States,Healthcare,Diagnostics & Research,62,68.19,0.042,0.901,0.78,0.011,0.13,272.56,78.49,61.41,64.59,36.2,BUY - Stable quality
CRM,"Salesforce, Inc.",United States,Technology,Software - Application,62,79.17,-0.028,0.747,0.59,0.007,0.13,128.37,54.28,59.1,57.02,35.94,BUY - Stable quality
DDOG,"Datadog, Inc.",United States,Technology,Software - Application,62,87.11,0.059,0.828,1.16,0.013,0.0,43.05,73.52,72.14,77.4,35.91,BUY - Stable quality
LSCC,Lattice Semiconductor Corporation,United States,Technology,Semiconductors,62,81.52,0.066,0.865,1.27,0.016,0.05,102.31,75.37,70.49,76.25,33.6,BUY - High score acceptable risk
MANH,"Manhattan Associates, Inc.",United States,Technology,Software - Application,62,82.83,0.046,0.742,0.95,0.012,0.03,85.76,71.75,61.43,64.94,33.23,BUY - High score acceptable risk
PINS,"Pinterest, Inc.",United States,Communication Services,Internet Content & Information,62,90.98,0.077,0.815,1.52,0.017,0.3,21.71,78.68,74.15,81.19,32.16,BUY - High score acceptable risk
CPRT,"Copart, Inc.",United States,Industrials,Specialty Business Services,62,88.58,-0.024,0.576,0.56,0.006,0.28,33.35,52.23,51.05,49.54,31.75,HOLD - Stable but flat
SHOP,Shopify Inc.,Canada,Technology,Software - Application,62,89.95,0.091,0.863,1.75,0.019,0.02,27.13,74.29,77.66,86.32,31.43,HOLD - Stable but flat
VEEV,Veeva Systems Inc.,United States,Healthcare,Health Information Services,62,95.69,-0.051,0.72,1.07,0.011,0.11,6.63,52.79,68.93,64.6,31.26,HOLD - Stable but flat
DOCU,"DocuSign, Inc.",United States,Technology,Software - Application,62,81.4,-0.056,0.854,1.08,0.013,0.3,103.9,60.18,69.48,64.67,31.11,HOLD - Stable but flat
B,Barrick Mining Corporation,Canada,Basic Materials,Gold,37,76.94,0.142,0.868,1.63,0.021,0.25,153.76,78.91,66.75,78.12,29.74,HOLD - Modest potential
DT,"Dynatrace, Inc.",United States,Technology,Software - Application,62,85.17,-0.024,0.564,0.57,0.007,0.11,58.6,48.55,48.06,46.62,29.6,HOLD - Good fundamentals
FIZZ,National Beverage Corp.,United States,Consumer Defensive,Beverages - Non-Alcoholic,62,83.46,-0.035,0.647,0.78,0.009,0.2,79.15,52.42,54.01,51.66,29.07,HOLD - Good fundamentals
ADBE,Adobe Inc.,United States,Technology,Software - Application,62,79.56,-0.045,0.747,0.94,0.012,0.16,124.45,54.53,59.47,56.12,28.98,HOLD - Good fundamentals
NICE,NICE Ltd.,Israel,Technology,Software - Application,62,80.73,-0.032,0.635,0.72,0.009,0.0,112.08,48.17,51.29,49.24,28.66,HOLD - Good fundamentals
AZTA,"Azenta, Inc.",United States,Healthcare,Medical Instruments & Supplies,62,70.42,0.035,0.668,0.76,0.011,0.08,237.53,70.6,47.02,49.05,27.91,HOLD - Good fundamentals
GRMN,Garmin Ltd.,Switzerland,Technology,Scientific & Technical Instruments,62,90.58,0.106,0.833,2.08,0.023,0.05,23.95,73.68,75.47,85.25,27.68,HOLD - Good fundamentals
HOLX,"Hologic, Inc.",United States,Healthcare,Medical Instruments & Supplies,62,73.62,0.062,0.783,1.25,0.017,0.08,196.06,73.42,57.63,62.04,27.57,HOLD - Good fundamentals
VICR,Vicor Corporation,United States,Technology,Electronic Components,62,78.47,0.051,0.69,1.11,0.014,0.05,135.53,70.29,54.18,57.64,27.37,HOLD - Good fundamentals
ELF,"e.l.f. Beauty, Inc.",United States,Consumer Defensive,Household & Personal Products,62,78.48,0.096,0.87,1.84,0.023,0.23,137.47,78.36,68.31,76.34,26.9,HOLD - Good fundamentals
