Ticker,CompanyName,Country,Rank_in_Ranked,Score,Rank_in_Stability,Stability_Adjusted_Score,Avg_Score,Linear_R2,Linear_Slope,Recommendation,Combined_Rank,Sector,Industry
VEEV,Veeva Systems Inc.,United States,5,96.18,6,47.97,96.45,0.614,-0.0192,BUY - Stable quality,11,Healthcare,Health Information Services
META,"Meta Platforms, Inc.",United States,7,95.05,5,48.22,94.64,0.681,0.0397,BUY - Stable quality,12,Communication Services,Internet Content & Information
CDNS,"Cadence Design Systems, Inc.",United States,8,94.04,8,46.88,93.12,0.664,0.0371,BUY - Stable quality,16,Technology,Software - Application
AXON,"Axon Enterprise, Inc.",United States,18,91.26,1,51.0,92.04,0.753,-0.0317,BUY - Stable quality,19,Industrials,Aerospace & Defense
MNST,Monster Beverage Corporation,United States,10,93.25,9,45.85,94.09,0.802,-0.0566,BUY - Stable quality,19,Consumer Defensive,Beverages - Non-Alcoholic
DASH,"DoorDash, Inc.",United States,16,92.31,3,49.36,92.26,0.61,0.0152,BUY - Stable quality,19,Consumer Cyclical,Internet Retail
PINS,"Pinterest, Inc.",United States,17,91.3,4,48.89,89.49,0.877,0.087,BUY - Stable quality,21,Communication Services,Internet Content & Information
PLTR,Palantir Technologies Inc.,United States,1,101.17,20,40.8,101.7,0.543,-0.0271,BUY - Stable quality,21,Technology,Software - Infrastructure
DUOL,"Duolingo, Inc.",United States,15,92.33,21,40.37,92.86,0.816,-0.0756,BUY - Stable quality,36,Technology,Software - Application
NOW,"ServiceNow, Inc.",United States,30,89.07,15,43.25,89.6,0.671,-0.0327,BUY - Stable quality,45,Technology,Software - Application
CELH,"Celsius Holdings, Inc.",United States,33,88.61,30,38.71,86.68,0.785,0.1037,BUY - High score acceptable risk,63,Consumer Defensive,Beverages - Non-Alcoholic
FFIV,"F5, Inc.",United States,21,90.64,45,35.16,90.84,0.472,-0.016,BUY - High score acceptable risk,66,Technology,Software - Infrastructure
NXT,Nextracker Inc.,United States,9,93.72,57,32.67,93.0,0.531,0.0534,HOLD - Modest potential,66,Technology,Solar
DDOG,"Datadog, Inc.",United States,39,87.17,31,38.5,86.16,0.756,0.0918,BUY - High score acceptable risk,70,Technology,Software - Application
PAYC,"Paycom Software, Inc.",United States,25,89.91,46,34.99,90.96,0.794,-0.0892,WATCH - Monitor for opportunity,71,Technology,Software - Application
CPRT,"Copart, Inc.",United States,32,88.73,43,35.33,88.92,0.709,-0.0647,BUY - High score acceptable risk,75,Industrials,Specialty Business Services
ROKU,"Roku, Inc.",United States,49,85.92,27,38.83,84.87,0.652,0.0494,BUY - High score acceptable risk,76,Communication Services,Entertainment
SHOP,Shopify Inc.,Canada,26,89.78,51,34.5,88.31,0.611,0.0643,HOLD - Modest potential,77,Technology,Software - Application
GOOG,Alphabet Inc.,United States,13,93.0,65,30.73,92.4,0.448,0.0321,HOLD - Modest potential,78,Communication Services,Internet Content & Information
GOOGL,Alphabet Inc.,United States,12,93.04,67,30.5,92.42,0.438,0.0297,HOLD - Modest potential,79,Communication Services,Internet Content & Information
ZM,Zoom Communications Inc.,United States,67,84.42,17,42.14,85.03,0.719,-0.0387,BUY - Stable quality,84,Technology,Software - Application
SPOT,Spotify Technology S.A.,Luxembourg,36,87.95,48,34.61,89.05,0.516,-0.0247,WATCH - Monitor for opportunity,84,Communication Services,Internet Content & Information
TSM,Taiwan Semiconductor Manufacturing Company Limited,Taiwan,41,87.04,49,34.58,85.05,0.679,0.0829,HOLD - Modest potential,90,Technology,Semiconductors
GRMN,Garmin Ltd.,Switzerland,31,89.06,62,31.28,88.62,0.58,0.0718,HOLD - Modest potential,93,Technology,Scientific & Technical Instruments
AMD,"Advanced Micro Devices, Inc.",United States,38,87.26,60,31.32,85.17,0.662,0.0993,HOLD - Modest potential,98,Technology,Semiconductors
GRAB,Grab Holdings Limited,Singapore,66,84.5,33,37.55,83.41,0.697,0.0677,BUY - High score acceptable risk,99,Technology,Software - Application
ANSS,"ANSYS, Inc.",United States,87,82.38,12,44.52,81.63,0.808,0.0645,BUY - Stable quality,99,Technology,Software - Application
DECK,Deckers Outdoor Corporation,United States,61,84.78,38,35.85,84.9,0.538,-0.021,BUY - High score acceptable risk,99,Consumer Cyclical,Footwear & Accessories
PDD,PDD Holdings Inc.,Ireland,74,83.89,29,38.75,82.85,0.611,0.0337,BUY - High score acceptable risk,103,Consumer Cyclical,Internet Retail
APP,AppLovin Corporation,United States,92,82.08,18,41.43,82.31,0.568,-0.0103,BUY - Stable quality,110,Communication Services,Advertising Agencies
UTHR,United Therapeutics Corporation,United States,22,90.59,89,26.88,90.51,0.362,-0.0142,WATCH - Monitor for opportunity,111,Healthcare,Drug Manufacturers - Specialty & Generic
GWRE,"Guidewire Software, Inc.",United States,88,82.32,24,39.07,83.62,0.963,-0.096,BUY - High score acceptable risk,112,Technology,Software - Application
ALGN,"Align Technology, Inc.",United States,101,81.46,13,43.97,80.45,0.762,0.0502,BUY - Stable quality,114,Healthcare,Medical Instruments & Supplies
LRCX,Lam Research Corporation,United States,34,88.61,81,28.39,88.07,0.605,0.1036,WATCH - Monitor for opportunity,115,Technology,Semiconductor Equipment & Materials
WDAY,"Workday, Inc.",United States,69,84.27,50,34.5,84.38,0.704,-0.0595,WATCH - Monitor for opportunity,119,Technology,Software - Application
NBIX,"Neurocrine Biosciences, Inc.",United States,113,80.61,10,45.7,80.2,0.709,0.029,BUY - Stable quality,123,Healthcare,Drug Manufacturers - Specialty & Generic
DOCU,"DocuSign, Inc.",United States,89,82.29,35,36.28,82.32,0.626,-0.034,BUY - High score acceptable risk,124,Technology,Software - Application
ARM,Arm Holdings plc,United Kingdom,24,90.13,111,24.45,89.08,0.453,0.0628,AVOID - Poor risk-adjusted score,135,Technology,Semiconductors
PSTG,"Pure Storage, Inc.",United States,108,80.94,41,35.48,80.39,0.568,0.0302,BUY - High score acceptable risk,149,Technology,Computer Hardware
YELP,Yelp Inc.,United States,78,83.28,73,29.38,83.27,0.459,-0.0215,WATCH - Monitor for opportunity,151,Communication Services,Internet Content & Information
CRM,"Salesforce, Inc.",United States,126,79.34,25,38.89,79.67,0.649,-0.0273,BUY - High score acceptable risk,151,Technology,Software - Application
PODD,Insulet Corporation,United States,111,80.65,42,35.42,81.74,0.769,-0.0659,BUY - High score acceptable risk,153,Healthcare,Medical Devices
TYL,"Tyler Technologies, Inc.",United States,145,77.16,11,45.07,77.86,0.923,-0.0556,BUY - Stable quality,156,Technology,Software - Application
NICE,NICE Ltd.,Israel,110,80.7,47,34.75,81.25,0.735,-0.0605,WATCH - Monitor for opportunity,157,Technology,Software - Application
AMZN,"Amazon.com, Inc.",United States,119,80.08,40,35.8,79.8,0.544,0.0216,BUY - High score acceptable risk,159,Consumer Cyclical,Internet Retail
TWLO,Twilio Inc.,United States,62,84.78,104,25.22,84.07,0.398,0.0281,WATCH - Monitor for opportunity,166,Technology,Software - Infrastructure
AMAT,"Applied Materials, Inc.",United States,83,82.96,84,27.44,81.18,0.823,0.2221,WATCH - Monitor for opportunity,167,Technology,Semiconductor Equipment & Materials
PANW,"Palo Alto Networks, Inc.",United States,51,85.81,117,23.51,85.86,0.371,-0.023,AVOID - Poor risk-adjusted score,168,Technology,Software - Infrastructure
EW,Edwards Lifesciences Corporation,United States,37,87.6,132,22.43,87.21,0.321,0.0189,AVOID - Poor risk-adjusted score,169,Healthcare,Medical Devices
LSCC,Lattice Semiconductor Corporation,United States,105,80.96,66,30.57,80.5,0.481,0.0254,HOLD - Modest potential,171,Technology,Semiconductors
SNPS,"Synopsys, Inc.",United States,95,81.89,76,28.92,78.8,0.787,0.1657,WATCH - Monitor for opportunity,171,Technology,Software - Infrastructure
OKTA,"Okta, Inc.",United States,103,81.17,69,29.92,81.86,0.667,-0.066,WATCH - Monitor for opportunity,172,Technology,Software - Infrastructure
CCJ,Cameco Corporation,Canada,147,77.07,52,33.72,76.23,0.724,0.0816,HOLD - Modest potential,199,Energy,Uranium
IDXX,"IDEXX Laboratories, Inc.",United States,144,77.27,56,32.76,77.05,0.489,0.0141,HOLD - Modest potential,200,Healthcare,Diagnostics & Research
PCTY,Paylocity Holding Corporation,United States,60,84.86,147,21.62,85.23,0.336,-0.0201,AVOID - Poor risk-adjusted score,207,Technology,Software - Application
DXCM,"DexCom, Inc.",United States,129,78.35,78,28.71,77.33,0.535,0.0458,WATCH - Monitor for opportunity,207,Healthcare,Medical Devices
ELF,"e.l.f. Beauty, Inc.",United States,141,77.66,68,30.35,76.89,0.529,0.0345,HOLD - Modest potential,209,Consumer Defensive,Household & Personal Products
CIEN,Ciena Corporation,United States,150,77.01,59,31.37,75.72,0.712,0.092,HOLD - Modest potential,209,Technology,Communication Equipment
LOGI,Logitech International S.A.,Switzerland,116,80.4,116,23.77,79.77,0.524,0.0805,AVOID - Poor risk-adjusted score,232,Technology,Computer Hardware
PAAS,Pan American Silver Corp.,Canada,125,79.46,107,25.0,80.63,0.653,-0.0853,WATCH - Monitor for opportunity,232,Basic Materials,Gold
UPWK,Upwork Inc.,United States,136,77.96,108,24.91,78.2,0.694,-0.0927,AVOID - Poor risk-adjusted score,244,Communication Services,Internet Content & Information
MELI,"MercadoLibre, Inc.",Uruguay,109,80.71,138,22.14,81.43,0.421,-0.0369,AVOID - Poor risk-adjusted score,247,Consumer Cyclical,Internet Retail
VRT,Vertiv Holdings Co,United States,132,78.19,141,21.83,77.22,0.531,0.0958,AVOID - Poor risk-adjusted score,273,Industrials,Electrical Equipment & Parts
