Ticker,CompanyName,Country,Rank_in_Ranked,Score,Rank_in_Stability,Stability_Adjusted_Score,Avg_Score,Linear_R2,Linear_Slope,Recommendation,Combined_Rank,Sector,Industry
META,"Meta Platforms, Inc.",United States,7,94.98,4,49.52,94.61,0.698,0.0436,BUY - Stable quality,11,Communication Services,Internet Content & Information
VEEV,Veeva Systems Inc.,United States,6,96.13,7,45.43,96.46,0.581,-0.0198,BUY - Stable quality,13,Healthcare,Health Information Services
DASH,"DoorDash, Inc.",United States,15,92.29,1,55.84,92.26,0.691,0.0179,BUY - Stable quality,16,Consumer Cyclical,Internet Retail
MNST,Monster Beverage Corporation,United States,10,93.54,9,44.69,94.14,0.77,-0.0571,BUY - Stable quality,19,Consumer Defensive,Beverages - Non-Alcoholic
AXON,"Axon Enterprise, Inc.",United States,17,91.74,3,50.98,92.09,0.716,-0.0271,BUY - Stable quality,20,Industrials,Aerospace & Defense
CDNS,"Cadence Design Systems, Inc.",United States,8,93.64,14,43.08,93.06,0.591,0.0324,BUY - Stable quality,22,Technology,Software - Application
PINS,"Pinterest, Inc.",United States,20,90.98,2,51.46,89.37,0.869,0.0784,BUY - Stable quality,22,Communication Services,Internet Content & Information
DUOL,"Duolingo, Inc.",United States,16,92.1,20,40.9,92.91,0.833,-0.0822,BUY - Stable quality,36,Technology,Software - Application
PLTR,Palantir Technologies Inc.,United States,1,101.25,39,34.69,101.73,0.452,-0.0246,WATCH - Monitor for opportunity,40,Technology,Software - Infrastructure
SPOT,Spotify Technology S.A.,Luxembourg,33,88.84,15,42.99,89.11,0.567,-0.0149,BUY - Stable quality,48,Communication Services,Internet Content & Information
NOW,"ServiceNow, Inc.",United States,29,89.21,24,39.73,89.64,0.606,-0.0314,BUY - High score acceptable risk,53,Technology,Software - Application
CPRT,"Copart, Inc.",United States,34,88.69,27,38.64,88.94,0.797,-0.0759,BUY - High score acceptable risk,61,Industrials,Specialty Business Services
FFIV,"F5, Inc.",United States,22,90.77,41,34.56,90.85,0.466,-0.0173,WATCH - Monitor for opportunity,63,Technology,Software - Infrastructure
DDOG,"Datadog, Inc.",United States,38,87.46,28,38.05,86.09,0.74,0.0963,BUY - High score acceptable risk,66,Technology,Software - Application
PAYC,"Paycom Software, Inc.",United States,26,89.66,43,34.23,91.05,0.764,-0.0904,WATCH - Monitor for opportunity,69,Technology,Software - Application
CELH,"Celsius Holdings, Inc.",United States,40,87.41,30,37.72,86.56,0.738,0.0992,BUY - High score acceptable risk,70,Consumer Defensive,Beverages - Non-Alcoholic
NXT,Nextracker Inc.,United States,11,93.41,65,30.05,92.95,0.486,0.0543,HOLD - Modest potential,76,Technology,Solar
UTHR,United Therapeutics Corporation,United States,24,90.42,59,31.8,90.51,0.432,-0.0171,WATCH - Monitor for opportunity,83,Healthcare,Drug Manufacturers - Specialty & Generic
GRMN,Garmin Ltd.,Switzerland,31,89.03,54,32.74,88.58,0.607,0.0807,HOLD - Modest potential,85,Technology,Scientific & Technical Instruments
